date,trend_direction,trend_slope,volatility,confidence,forecast_7,forecast_30,forecast_90
2026-04-21,Stable,-0.0079,0.3972,0.603,"[0.2964, 0.1299, 0.0708, 0.1055, 0.1265, 0.1261, 0.1211]","[0.2964, 0.1299, 0.0708, 0.1055, 0.1265, 0.1261, 0.1211, 0.1176, 0.1152, 0.135, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131]","[0.2964, 0.1299, 0.0708, 0.1055, 0.1265, 0.1261, 0.1211, 0.1176, 0.1152, 0.135, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194, 0.1261, 0.1219, 0.1131, 0.1325, 0.1253, 0.1191, 0.1194]"
2026-04-22,Bearish,-0.0209,0.4674,0.533,"[0.0522, 0.049, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739]","[0.0522, 0.049, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461]","[0.0522, 0.049, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, -0.0302, -0.1488, -0.2648, -0.0391, 0.0739, 0.0319, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, 0.0032, -0.1445, -0.2488, -0.0373, 0.0739, 0.0237, 0.0461, -0.0302, -0.1488, -0.2648, -0.0391]"
2026-04-23,Bullish,0.0135,0.35,0.65,"[0.1276, 0.1406, 0.1101, 0.1177, 0.1129, 0.1419, 0.1552]","[0.1276, 0.1406, 0.1101, 0.1177, 0.1129, 0.1419, 0.1552, 0.1589, 0.1416, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426]","[0.1276, 0.1406, 0.1101, 0.1177, 0.1129, 0.1419, 0.1552, 0.1589, 0.1416, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407, 0.1552, 0.1589, 0.1426, 0.1268, 0.1321, 0.114, 0.1407]"
2026-04-24,Bullish,0.0121,0.3286,0.671,"[0.1462, 0.1072, 0.1426, 0.1153, 0.1385, 0.1443, 0.1668]","[0.1462, 0.1072, 0.1426, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212]","[0.1462, 0.1072, 0.1426, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1324, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1364, 0.1153, 0.1385, 0.1443, 0.1668, 0.1433, 0.1212, 0.1324, 0.1153, 0.1385, 0.1443]"
2026-04-25,Stable,0.0018,0.3504,0.65,"[0.0472, 0.0477, 0.0405, 0.0157, 0.047, 0.0387, 0.0227]","[0.0472, 0.0477, 0.0405, 0.0157, 0.047, 0.0387, 0.0227, -0.0337, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.0081, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074]","[0.0472, 0.0477, 0.0405, 0.0157, 0.047, 0.0387, 0.0227, -0.0337, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.0081, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.0081, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.0081, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.008, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.0081, -0.011, 0.0303, 0.0339, 0.0214, -0.0334, 0.0074, 0.0181, -0.0049, 0.0383, 0.0329, 0.017, -0.0334, 0.0074, 0.008, -0.011, 0.0303, 0.0339]"
2026-04-26,Stable,0.0,0.4614,0.539,"[0.161, 0.1788, 0.1851, 0.1942, 0.1856, 0.171, 0.16]","[0.161, 0.1788, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696]","[0.161, 0.1788, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1862, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1851, 0.1942, 0.1856, 0.171, 0.16, 0.1611, 0.1696, 0.1862, 0.1942, 0.1856, 0.171]"
2026-04-28,Bearish,-0.0105,0.5363,0.464,"[0.125, 0.1584, -0.0126, -0.0546, -0.0641, -0.1039, -0.1141]","[0.125, 0.1584, -0.0126, -0.0546, -0.0641, -0.1039, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162]","[0.125, 0.1584, -0.0126, -0.0546, -0.0641, -0.1039, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0671, -0.1086, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0641, -0.1096, -0.1141, 0.1052, 0.162, -0.0183, -0.0637, -0.0671, -0.1086]"
2026-04-29,Bearish,-0.0125,0.5845,0.415,"[0.2146, 0.1942, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943]","[0.2146, 0.1942, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951]","[0.2146, 0.1942, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1162, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1002, 0.1943, 0.2055, 0.1951, 0.1148, 0.0623, 0.0732, 0.1162]"
2026-04-30,Stable,-0.0089,0.5892,0.411,"[-0.0355, -0.0628, -0.0443, -0.0669, -0.0823, -0.0646, -0.066]","[-0.0355, -0.0628, -0.0443, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381]","[-0.0355, -0.0628, -0.0443, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0639, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0646, -0.066, -0.0154, -0.0381, -0.0416, -0.0669, -0.0823, -0.0639]"
2026-05-01,Bearish,-0.0271,0.5429,0.457,"[0.0467, -0.061, -0.0489, -0.0121, -0.0182, -0.0133, -0.0232]","[0.0467, -0.061, -0.0489, -0.0121, -0.0182, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154]","[0.0467, -0.061, -0.0489, -0.0121, -0.0182, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0251, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0133, -0.0232, -0.0142, -0.1154, -0.1079, -0.0121, -0.0087, -0.0251]"
2026-05-02,Bearish,-0.0503,0.5301,0.47,"[0.1208, 0.1425, 0.1518, 0.1483, 0.1455, 0.1443, 0.1538]","[0.1208, 0.1425, 0.1518, 0.1483, 0.1455, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14]","[0.1208, 0.1425, 0.1518, 0.1483, 0.1455, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1363, 0.1538, 0.0806, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1443, 0.1538, 0.0767, 0.14, 0.1729, 0.1502, 0.1473, 0.1363]"
2026-05-03,Bearish,-0.035,0.5103,0.49,"[0.2023, 0.1906, 0.1858, 0.1802, 0.1754, 0.1984, 0.1872]","[0.2023, 0.1906, 0.1858, 0.1802, 0.1754, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903]","[0.2023, 0.1906, 0.1858, 0.1802, 0.1754, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984, 0.1872, 0.2003, 0.1903, 0.1812, 0.1802, 0.18, 0.1984]"
2026-05-04,Bearish,-0.0271,0.5238,0.476,"[0.1594, 0.1913, 0.1736, 0.1705, 0.3068, 0.3753, 0.2211]","[0.1594, 0.1913, 0.1736, 0.1705, 0.3068, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194]","[0.1594, 0.1913, 0.1736, 0.1705, 0.3068, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1716, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1703, 0.3066, 0.3753, 0.2211, 0.1696, 0.194, 0.1788, 0.1716, 0.3066, 0.3753]"
2026-05-05,Bearish,-0.013,0.507,0.493,"[0.0943, 0.1265, 0.1383, 0.1087, 0.2124, 0.21, 0.1824]","[0.0943, 0.1265, 0.1383, 0.1087, 0.2124, 0.21, 0.1824, 0.1743, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835]","[0.0943, 0.1265, 0.1383, 0.1087, 0.2124, 0.21, 0.1824, 0.1743, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2402, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2406, 0.3231, 0.2841, 0.2162, 0.1947, 0.1835, 0.2021, 0.2402, 0.3231, 0.2841]"
2026-05-06,Bearish,-0.0122,0.558,0.442,"[0.1557, 0.1998, 0.16, 0.1423, 0.129, 0.196, 0.1823]","[0.1557, 0.1998, 0.16, 0.1423, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956]","[0.1557, 0.1998, 0.16, 0.1423, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.13, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.1406, 0.129, 0.196, 0.1823, 0.1904, 0.1956, 0.1507, 0.13, 0.129, 0.196]"
2026-05-07,Bearish,-0.0237,0.4846,0.515,"[0.1677, 0.0961, 0.096, 0.085, 0.0857, 0.1148, 0.1317]","[0.1677, 0.0961, 0.096, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003]","[0.1677, 0.0961, 0.096, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0781, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0857, 0.1148, 0.1317, 0.094, 0.1003, 0.091, 0.085, 0.0781, 0.1148]"
2026-05-08,Bearish,-0.0333,0.4248,0.575,"[0.0346, -0.02, -0.025, -0.03, -0.0789, -0.0506, 0.0088]","[0.0346, -0.02, -0.025, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175]","[0.0346, -0.02, -0.025, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506, 0.0088, 0.0192, -0.0175, -0.0225, -0.03, -0.0789, -0.0506]"
