date,trend_direction,trend_slope,volatility,confidence,forecast_7,forecast_30,forecast_90
2026-05-26,Stable,0.0053,0.3167,0.683,"[0.2451, 0.2853, 0.2287, 0.1383, 0.1189, 0.1299, 0.1354]","[0.2451, 0.2853, 0.2287, 0.1383, 0.1189, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842]","[0.2451, 0.2853, 0.2287, 0.1383, 0.1189, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299, 0.1354, 0.1403, 0.2842, 0.2292, 0.1194, 0.1172, 0.1299]"
2026-05-31,Bearish,-0.0146,0.2613,0.739,"[-0.0888, 0.0319, 0.0159, -0.0851, -0.0798, -0.0662, 0.0043]","[-0.0888, 0.0319, 0.0159, -0.0851, -0.0798, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004]","[-0.0888, 0.0319, 0.0159, -0.0851, -0.0798, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662, 0.0043, 0.0187, 0.004, -0.0451, -0.0851, -0.08, -0.0662]"
2026-06-01,Bearish,-0.0184,0.3213,0.679,"[0.2478, -0.0887, -0.1014, -0.0824, -0.1464, -0.1503, -0.1613]","[0.2478, -0.0887, -0.1014, -0.0824, -0.1464, -0.1503, -0.1613, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629]","[0.2478, -0.0887, -0.1014, -0.0824, -0.1464, -0.1503, -0.1613, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506, -0.1667, -0.1696, -0.1629, -0.1593, -0.1636, -0.1597, -0.1506]"
2026-06-03,Bearish,-0.0337,0.4536,0.546,"[0.0407, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026]","[0.0407, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309]","[0.0407, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0435, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0408, 0.0286, 0.026, 0.0285, 0.0309, 0.0409, 0.0422, 0.0435, 0.0286]"
2026-06-04,Bearish,-0.031,0.4579,0.542,"[0.0739, 0.144, 0.1222, 0.0839, 0.1073, 0.0679, 0.0651]","[0.0739, 0.144, 0.1222, 0.0839, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086]","[0.0739, 0.144, 0.1222, 0.0839, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1065, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1073, 0.0679, 0.0651, 0.0709, 0.086, 0.0794, 0.0806, 0.1065, 0.0679]"
2026-06-05,Bearish,-0.0244,0.4192,0.581,"[0.1423, 0.1599, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124]","[0.1423, 0.1599, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617]","[0.1423, 0.1599, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.135, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.1376, 0.1393, 0.1124, 0.1351, 0.1617, 0.1286, 0.1129, 0.135, 0.1393]"
2026-06-06,Bearish,-0.0122,0.3918,0.608,"[0.2733, 0.1765, 0.1723, 0.1739, 0.1883, 0.1678, 0.1586]","[0.2733, 0.1765, 0.1723, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916]","[0.2733, 0.1765, 0.1723, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1759, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1883, 0.1678, 0.1586, 0.1813, 0.1916, 0.1748, 0.1739, 0.1759, 0.1678]"
2026-06-07,Bearish,-0.0147,0.3944,0.606,"[-0.0092, 0.0825, 0.0896, 0.0987, 0.0585, 0.0348, 0.0519]","[-0.0092, 0.0825, 0.0896, 0.0987, 0.0585, 0.0348, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717]","[-0.0092, 0.0825, 0.0896, 0.0987, 0.0585, 0.0348, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0921, 0.0585, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0891, 0.0625, 0.0443, 0.0519, 0.0854, 0.0717, 0.0883, 0.0921, 0.0585, 0.0443]"
2026-06-08,Stable,-0.0021,0.3599,0.64,"[-0.0065, -0.0107, -0.0323, -0.0355, -0.0457, -0.0457, -0.0503]","[-0.0065, -0.0107, -0.0323, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118]","[-0.0065, -0.0107, -0.0323, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457, -0.0503, -0.0447, -0.0118, -0.0363, -0.0355, -0.0457, -0.0457]"
2026-06-09,Stable,0.006,0.4198,0.58,"[0.0366, 0.0354, 0.0133, -0.0405, -0.0325, -0.049, -0.0523]","[0.0366, 0.0354, 0.0133, -0.0405, -0.0325, -0.049, -0.0523, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612]","[0.0366, 0.0354, 0.0133, -0.0405, -0.0325, -0.049, -0.0523, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597, -0.0598, -0.0396, -0.0612, -0.0635, -0.071, -0.0661, -0.0597]"
2026-06-10,Stable,-0.0035,0.4035,0.596,"[0.1268, 0.1389, 0.1371, 0.1283, 0.1283, 0.1254, 0.1311]","[0.1268, 0.1389, 0.1371, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343]","[0.1268, 0.1389, 0.1371, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254, 0.1311, 0.1268, 0.1343, 0.1286, 0.1283, 0.1283, 0.1254]"
2026-06-11,Stable,0.0024,0.3735,0.626,"[0.2541, 0.0701, 0.0691, 0.0655, 0.0542, 0.0651, 0.0589]","[0.2541, 0.0701, 0.0691, 0.0655, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619]","[0.2541, 0.0701, 0.0691, 0.0655, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0619, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0601, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651, 0.0589, 0.0619, 0.0619, 0.0619, 0.0559, 0.0542, 0.0651]"
2026-06-12,Stable,0.0067,0.416,0.584,"[-0.0301, -0.0163, -0.0651, -0.0587, -0.0317, -0.0321, -0.0394]","[-0.0301, -0.0163, -0.0651, -0.0587, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597]","[-0.0301, -0.0163, -0.0651, -0.0587, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321, -0.0394, -0.0458, -0.0597, -0.0651, -0.0554, -0.0317, -0.0321]"
2026-06-13,Stable,0.01,0.4279,0.572,"[-0.0844, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575]","[-0.0844, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016]","[-0.0844, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418, -0.0575, -0.0725, -0.1016, -0.0859, -0.0459, -0.0409, -0.0418]"
2026-06-14,Stable,0.0061,0.4142,0.586,"[-0.2264, -0.1649, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393]","[-0.2264, -0.1649, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436]","[-0.2264, -0.1649, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.238, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.2393, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317, -0.238, -0.248, -0.2436, -0.2252, -0.2264, -0.2273, -0.2317]"
2026-06-15,Stable,0.0032,0.4396,0.56,"[-0.0462, -0.0582, -0.0619, -0.0758, -0.0393, -0.0638, -0.084]","[-0.0462, -0.0582, -0.0619, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694]","[-0.0462, -0.0582, -0.0619, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638, -0.084, -0.074, -0.0694, -0.0712, -0.0758, -0.0393, -0.0638]"
2026-06-16,Stable,0.0003,0.4423,0.558,"[0.2554, 0.0017, -0.0069, 0.0608, 0.068, 0.0204, -0.0704]","[0.2554, 0.0017, -0.0069, 0.0608, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587]","[0.2554, 0.0017, -0.0069, 0.0608, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204, -0.0704, -0.0042, 0.0587, 0.0538, 0.068, 0.068, 0.0204]"
